grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400004,10,202688,Brandon Knight,1610612749,Milwaukee Bucks,1,10,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.1,1.4,1,made,2014-10-29,CHA,MIL,1,2
Shot Chart Detail,0021400004,18,202688,Brandon Knight,1610612749,Milwaukee Bucks,1,9,54,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,1.8,19.5,1,missed,2014-10-29,CHA,MIL,0,2
Shot Chart Detail,0021400004,21,202688,Brandon Knight,1610612749,Milwaukee Bucks,1,9,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.2,0.7,1,made,2014-10-29,CHA,MIL,1,2
Shot Chart Detail,0021400004,28,202688,Brandon Knight,1610612749,Milwaukee Bucks,1,7,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,-13,22.5,1,missed,2014-10-29,CHA,MIL,0,3
Shot Chart Detail,0021400004,50,202688,Brandon Knight,1610612749,Milwaukee Bucks,1,6,15,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.8,-0.6,1,missed,2014-10-29,CHA,MIL,0,2
Shot Chart Detail,0021400004,100,202688,Brandon Knight,1610612749,Milwaukee Bucks,1,1,59,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,-23.3,0.4,1,missed,2014-10-29,CHA,MIL,0,3
Shot Chart Detail,0021400004,244,202688,Brandon Knight,1610612749,Milwaukee Bucks,2,2,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.3,2.3,1,missed,2014-10-29,CHA,MIL,0,2
Shot Chart Detail,0021400004,252,202688,Brandon Knight,1610612749,Milwaukee Bucks,2,0,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,9,20.1,1,missed,2014-10-29,CHA,MIL,0,2
Shot Chart Detail,0021400004,321,202688,Brandon Knight,1610612749,Milwaukee Bucks,3,7,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,-14.3,21.9,1,made,2014-10-29,CHA,MIL,1,3
Shot Chart Detail,0021400004,325,202688,Brandon Knight,1610612749,Milwaukee Bucks,3,6,48,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.7,0.9,1,missed,2014-10-29,CHA,MIL,0,2
Shot Chart Detail,0021400004,328,202688,Brandon Knight,1610612749,Milwaukee Bucks,3,6,43,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,-23,1.1,1,made,2014-10-29,CHA,MIL,1,3
Shot Chart Detail,0021400004,346,202688,Brandon Knight,1610612749,Milwaukee Bucks,3,4,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,0,16.7,1,missed,2014-10-29,CHA,MIL,0,2
Shot Chart Detail,0021400004,354,202688,Brandon Knight,1610612749,Milwaukee Bucks,3,3,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,-10.3,13.5,1,missed,2014-10-29,CHA,MIL,0,2
Shot Chart Detail,0021400004,391,202688,Brandon Knight,1610612749,Milwaukee Bucks,3,0,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,13.9,8.8,1,made,2014-10-29,CHA,MIL,1,2
Shot Chart Detail,0021400004,504,202688,Brandon Knight,1610612749,Milwaukee Bucks,4,1,54,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.9,1.5,1,missed,2014-10-29,CHA,MIL,0,2
Shot Chart Detail,0021400004,522,202688,Brandon Knight,1610612749,Milwaukee Bucks,4,0,20,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-0.4,6.4,1,missed,2014-10-29,CHA,MIL,0,2
