grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400003,4,2730,Dwight Howard,1610612745,Houston Rockets,1,11,23,Made Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,1,5.2,1,made,2014-10-28,LAL,HOU,1,2
Shot Chart Detail,0021400003,190,2730,Dwight Howard,1610612745,Houston Rockets,2,10,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.2,0.4,1,made,2014-10-28,LAL,HOU,1,2
Shot Chart Detail,0021400003,220,2730,Dwight Howard,1610612745,Houston Rockets,2,8,20,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,4,5.2,1,missed,2014-10-28,LAL,HOU,0,2
Shot Chart Detail,0021400003,230,2730,Dwight Howard,1610612745,Houston Rockets,2,7,16,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.5,1.1,1,made,2014-10-28,LAL,HOU,1,2
Shot Chart Detail,0021400003,265,2730,Dwight Howard,1610612745,Houston Rockets,2,3,15,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,-7.7,2.6,1,missed,2014-10-28,LAL,HOU,0,2
Shot Chart Detail,0021400012,11,2730,Dwight Howard,1610612745,Houston Rockets,1,10,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.5,0.3,1,made,2014-10-29,UTA,HOU,1,2
Shot Chart Detail,0021400012,17,2730,Dwight Howard,1610612745,Houston Rockets,1,9,56,Missed Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,7.1,3.7,1,missed,2014-10-29,UTA,HOU,0,2
Shot Chart Detail,0021400012,22,2730,Dwight Howard,1610612745,Houston Rockets,1,9,25,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-10-29,UTA,HOU,1,2
Shot Chart Detail,0021400012,26,2730,Dwight Howard,1610612745,Houston Rockets,1,8,46,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-10-29,UTA,HOU,1,2
Shot Chart Detail,0021400012,30,2730,Dwight Howard,1610612745,Houston Rockets,1,8,2,Made Shot,Jump Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-3.4,2.2,1,made,2014-10-29,UTA,HOU,1,2
Shot Chart Detail,0021400012,32,2730,Dwight Howard,1610612745,Houston Rockets,1,7,18,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-10-29,UTA,HOU,1,2
Shot Chart Detail,0021400012,40,2730,Dwight Howard,1610612745,Houston Rockets,1,5,38,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0.7,3.3,1,made,2014-10-29,UTA,HOU,1,2
Shot Chart Detail,0021400012,105,2730,Dwight Howard,1610612745,Houston Rockets,2,11,1,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,3.8,2.5,1,missed,2014-10-29,UTA,HOU,0,2
Shot Chart Detail,0021400012,175,2730,Dwight Howard,1610612745,Houston Rockets,2,2,43,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-10-29,UTA,HOU,1,2
Shot Chart Detail,0021400012,189,2730,Dwight Howard,1610612745,Houston Rockets,2,1,38,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,2.2,1,missed,2014-10-29,UTA,HOU,0,2
Shot Chart Detail,0021400012,214,2730,Dwight Howard,1610612745,Houston Rockets,3,11,4,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-10-29,UTA,HOU,1,2
