grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400004,159,203148,Brian Roberts,1610612766,Charlotte Hornets,2,9,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,16.8,6.6,1,made,2014-10-29,CHA,MIL,1,2
Shot Chart Detail,0021400004,167,203148,Brian Roberts,1610612766,Charlotte Hornets,2,8,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,10.5,14.9,1,missed,2014-10-29,CHA,MIL,0,2
Shot Chart Detail,0021400004,218,203148,Brian Roberts,1610612766,Charlotte Hornets,2,4,14,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,-23.1,0.4,1,missed,2014-10-29,CHA,MIL,0,3
Shot Chart Detail,0021400004,416,203148,Brian Roberts,1610612766,Charlotte Hornets,4,10,7,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,3.2,17.6,1,made,2014-10-29,CHA,MIL,1,2
Shot Chart Detail,0021400028,142,203148,Brian Roberts,1610612766,Charlotte Hornets,2,10,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,-8.6,25.8,1,missed,2014-11-01,CHA,MEM,0,3
Shot Chart Detail,0021400028,145,203148,Brian Roberts,1610612766,Charlotte Hornets,2,9,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,9.8,24.4,1,made,2014-11-01,CHA,MEM,1,3
Shot Chart Detail,0021400028,168,203148,Brian Roberts,1610612766,Charlotte Hornets,2,8,3,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-0.2,3.1,1,missed,2014-11-01,CHA,MEM,0,2
Shot Chart Detail,0021400028,379,203148,Brian Roberts,1610612766,Charlotte Hornets,3,0,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-0.2,14.3,1,made,2014-11-01,CHA,MEM,1,2
Shot Chart Detail,0021400041,117,203148,Brian Roberts,1610612766,Charlotte Hornets,1,1,0,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-0.6,6.6,1,missed,2014-11-02,NYK,CHA,0,2
Shot Chart Detail,0021400041,143,203148,Brian Roberts,1610612766,Charlotte Hornets,2,10,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,17.5,-0.6,1,missed,2014-11-02,NYK,CHA,0,2
Shot Chart Detail,0021400041,393,203148,Brian Roberts,1610612766,Charlotte Hornets,4,10,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,15,19.8,1,missed,2014-11-02,NYK,CHA,0,3
Shot Chart Detail,0021400041,419,203148,Brian Roberts,1610612766,Charlotte Hornets,4,8,13,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,10.6,16.2,1,made,2014-11-02,NYK,CHA,1,2
Shot Chart Detail,0021400054,155,203148,Brian Roberts,1610612766,Charlotte Hornets,2,9,4,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2.8,1.4,1,made,2014-11-04,NOP,CHA,1,2
