grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400009,150,201978,Chase Budinger,1610612750,Minnesota Timberwolves,2,11,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-0.1,22.2,1,missed,2014-10-29,MEM,MIN,0,2
Shot Chart Detail,0021400009,385,201978,Chase Budinger,1610612750,Minnesota Timberwolves,4,11,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,2.7,14.6,1,missed,2014-10-29,MEM,MIN,0,2
Shot Chart Detail,0021400009,442,201978,Chase Budinger,1610612750,Minnesota Timberwolves,4,5,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,-9.7,23,1,missed,2014-10-29,MEM,MIN,0,3
Shot Chart Detail,0021400009,535,201978,Chase Budinger,1610612750,Minnesota Timberwolves,4,0,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,-18.5,0,1,missed,2014-10-29,MEM,MIN,0,2
Shot Chart Detail,0021400035,435,201978,Chase Budinger,1610612750,Minnesota Timberwolves,4,8,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,-11.1,21.9,1,missed,2014-11-01,MIN,CHI,0,3
Shot Chart Detail,0021400035,449,201978,Chase Budinger,1610612750,Minnesota Timberwolves,4,7,27,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.2,0,1,missed,2014-11-01,MIN,CHI,0,2
Shot Chart Detail,0021400085,92,201978,Chase Budinger,1610612750,Minnesota Timberwolves,1,0,45,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.3,0.7,1,missed,2014-11-08,MIA,MIN,0,2
Shot Chart Detail,0021400085,118,201978,Chase Budinger,1610612750,Minnesota Timberwolves,2,10,7,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.6,0.3,1,missed,2014-11-08,MIA,MIN,0,2
Shot Chart Detail,0021400085,144,201978,Chase Budinger,1610612750,Minnesota Timberwolves,2,7,35,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,-23.7,0,1,missed,2014-11-08,MIA,MIN,0,3
Shot Chart Detail,0021400085,147,201978,Chase Budinger,1610612750,Minnesota Timberwolves,2,7,13,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,5.6,7.2,1,missed,2014-11-08,MIA,MIN,0,2
Shot Chart Detail,0021400117,523,201978,Chase Budinger,1610612750,Minnesota Timberwolves,4,2,10,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6.4,1.2,1,made,2014-11-12,MIN,HOU,1,2
Shot Chart Detail,0021400117,529,201978,Chase Budinger,1610612750,Minnesota Timberwolves,4,1,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,-15.4,19,1,missed,2014-11-12,MIN,HOU,0,3
Shot Chart Detail,0021400128,433,201978,Chase Budinger,1610612750,Minnesota Timberwolves,4,10,44,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,3.5,5.2,1,made,2014-11-14,NOP,MIN,1,2
Shot Chart Detail,0021400128,440,201978,Chase Budinger,1610612750,Minnesota Timberwolves,4,9,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,21.5,12.9,1,missed,2014-11-14,NOP,MIN,0,3
Shot Chart Detail,0021400128,501,201978,Chase Budinger,1610612750,Minnesota Timberwolves,4,4,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,3,26.1,1,made,2014-11-14,NOP,MIN,1,3
Shot Chart Detail,0021400128,526,201978,Chase Budinger,1610612750,Minnesota Timberwolves,4,1,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,-21.5,13.5,1,missed,2014-11-14,NOP,MIN,0,3
Shot Chart Detail,0021400128,532,201978,Chase Budinger,1610612750,Minnesota Timberwolves,4,1,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,19,-0.2,1,missed,2014-11-14,NOP,MIN,0,2
Shot Chart Detail,0021400137,94,201978,Chase Budinger,1610612750,Minnesota Timberwolves,1,0,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,12.8,20.6,1,made,2014-11-15,DAL,MIN,1,3
Shot Chart Detail,0021400137,140,201978,Chase Budinger,1610612750,Minnesota Timberwolves,2,9,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-1,17.3,1,missed,2014-11-15,DAL,MIN,0,2
Shot Chart Detail,0021400137,545,201978,Chase Budinger,1610612750,Minnesota Timberwolves,4,3,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,-16,19.4,1,missed,2014-11-15,DAL,MIN,0,3
Shot Chart Detail,0021400167,251,201978,Chase Budinger,1610612750,Minnesota Timberwolves,2,1,17,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,-22.5,0.4,1,made,2014-11-19,MIN,NYK,1,3
Shot Chart Detail,0021400177,117,201978,Chase Budinger,1610612750,Minnesota Timberwolves,1,0,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,15,10.4,1,missed,2014-11-21,MIN,SAS,0,2
Shot Chart Detail,0021400177,140,201978,Chase Budinger,1610612750,Minnesota Timberwolves,2,10,42,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,5.8,1,missed,2014-11-21,MIN,SAS,0,2
Shot Chart Detail,0021400177,151,201978,Chase Budinger,1610612750,Minnesota Timberwolves,2,9,44,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,7.3,13.1,1,made,2014-11-21,MIN,SAS,1,2
Shot Chart Detail,0021400177,169,201978,Chase Budinger,1610612750,Minnesota Timberwolves,2,7,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,18.5,16.7,1,made,2014-11-21,MIN,SAS,1,3
