grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400004,295,201162,Jared Dudley,1610612749,Milwaukee Bucks,3,9,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,-10.6,23.8,1,made,2014-10-29,CHA,MIL,1,3
Shot Chart Detail,0021400023,31,201162,Jared Dudley,1610612749,Milwaukee Bucks,1,8,39,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,-23.7,-2.4,1,missed,2014-10-31,MIL,PHI,0,3
Shot Chart Detail,0021400023,233,201162,Jared Dudley,1610612749,Milwaukee Bucks,2,3,10,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.7,0.1,1,made,2014-10-31,MIL,PHI,1,2
Shot Chart Detail,0021400023,291,201162,Jared Dudley,1610612749,Milwaukee Bucks,3,11,10,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,-23.7,0,1,missed,2014-10-31,MIL,PHI,0,3
Shot Chart Detail,0021400023,324,201162,Jared Dudley,1610612749,Milwaukee Bucks,3,9,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.2,1.1,1,made,2014-10-31,MIL,PHI,1,2
Shot Chart Detail,0021400031,37,201162,Jared Dudley,1610612749,Milwaukee Bucks,1,8,43,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,22.8,1.2,1,missed,2014-11-01,WAS,MIL,0,3
Shot Chart Detail,0021400031,39,201162,Jared Dudley,1610612749,Milwaukee Bucks,1,8,39,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.7,-0.5,1,made,2014-11-01,WAS,MIL,1,2
Shot Chart Detail,0021400031,61,201162,Jared Dudley,1610612749,Milwaukee Bucks,1,6,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,6.8,25.5,1,missed,2014-11-01,WAS,MIL,0,3
Shot Chart Detail,0021400031,312,201162,Jared Dudley,1610612749,Milwaukee Bucks,3,10,1,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-0.1,18.3,1,made,2014-11-01,WAS,MIL,1,2
Shot Chart Detail,0021400031,320,201162,Jared Dudley,1610612749,Milwaukee Bucks,3,8,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,3,25.2,1,missed,2014-11-01,WAS,MIL,0,3
Shot Chart Detail,0021400049,58,201162,Jared Dudley,1610612749,Milwaukee Bucks,1,5,28,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,-23.9,-0.5,1,missed,2014-11-04,IND,MIL,0,3
Shot Chart Detail,0021400049,235,201162,Jared Dudley,1610612749,Milwaukee Bucks,2,1,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,-13.3,15.1,1,made,2014-11-04,IND,MIL,1,2
Shot Chart Detail,0021400049,238,201162,Jared Dudley,1610612749,Milwaukee Bucks,2,0,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,13,23.6,1,missed,2014-11-04,IND,MIL,0,3
Shot Chart Detail,0021400049,278,201162,Jared Dudley,1610612749,Milwaukee Bucks,3,9,14,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,14.9,7.4,1,missed,2014-11-04,IND,MIL,0,2
Shot Chart Detail,0021400049,322,201162,Jared Dudley,1610612749,Milwaukee Bucks,3,4,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,0.5,25.8,1,missed,2014-11-04,IND,MIL,0,3
Shot Chart Detail,0021400049,329,201162,Jared Dudley,1610612749,Milwaukee Bucks,3,3,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.4,-0.2,1,missed,2014-11-04,IND,MIL,0,2
Shot Chart Detail,0021400049,470,201162,Jared Dudley,1610612749,Milwaukee Bucks,4,1,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,-15.7,21.3,1,missed,2014-11-04,IND,MIL,0,3
Shot Chart Detail,0021400062,35,201162,Jared Dudley,1610612749,Milwaukee Bucks,1,7,8,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,0.2,13.8,1,missed,2014-11-05,MIL,CHI,0,2
Shot Chart Detail,0021400062,244,201162,Jared Dudley,1610612749,Milwaukee Bucks,2,2,5,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,22.9,-1.3,1,made,2014-11-05,MIL,CHI,1,3
