grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400010,10,203499,Shane Larkin,1610612752,New York Knicks,1,10,43,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-0.9,4.2,1,made,2014-10-29,NYK,CHI,1,2
Shot Chart Detail,0021400010,12,203499,Shane Larkin,1610612752,New York Knicks,1,10,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,-19.3,17.6,1,missed,2014-10-29,NYK,CHI,0,3
Shot Chart Detail,0021400010,38,203499,Shane Larkin,1610612752,New York Knicks,1,7,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,3.4,6.4,1,missed,2014-10-29,NYK,CHI,0,2
Shot Chart Detail,0021400010,162,203499,Shane Larkin,1610612752,New York Knicks,2,6,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,5.4,24.1,1,missed,2014-10-29,NYK,CHI,0,3
Shot Chart Detail,0021400010,267,203499,Shane Larkin,1610612752,New York Knicks,3,10,51,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.3,0.6,1,made,2014-10-29,NYK,CHI,1,2
Shot Chart Detail,0021400010,272,203499,Shane Larkin,1610612752,New York Knicks,3,10,28,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.6,0.9,1,missed,2014-10-29,NYK,CHI,0,2
Shot Chart Detail,0021400018,31,203499,Shane Larkin,1610612752,New York Knicks,1,6,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,-10.6,15.7,1,missed,2014-10-30,CLE,NYK,0,2
Shot Chart Detail,0021400018,52,203499,Shane Larkin,1610612752,New York Knicks,1,5,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-2.9,15.3,1,made,2014-10-30,CLE,NYK,1,2
Shot Chart Detail,0021400018,199,203499,Shane Larkin,1610612752,New York Knicks,2,3,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,22.8,11,1,made,2014-10-30,CLE,NYK,1,3
Shot Chart Detail,0021400018,216,203499,Shane Larkin,1610612752,New York Knicks,2,2,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,-14,10.5,1,made,2014-10-30,CLE,NYK,1,2
Shot Chart Detail,0021400018,257,203499,Shane Larkin,1610612752,New York Knicks,3,10,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,13.8,5.2,1,made,2014-10-30,CLE,NYK,1,2
Shot Chart Detail,0021400018,381,203499,Shane Larkin,1610612752,New York Knicks,4,10,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,8.7,4.7,1,missed,2014-10-30,CLE,NYK,0,2
Shot Chart Detail,0021400041,26,203499,Shane Larkin,1610612752,New York Knicks,1,8,58,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,-23.6,6.9,1,made,2014-11-02,NYK,CHA,1,3
Shot Chart Detail,0021400041,61,203499,Shane Larkin,1610612752,New York Knicks,1,4,51,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.7,-1.6,1,missed,2014-11-02,NYK,CHA,0,2
Shot Chart Detail,0021400041,209,203499,Shane Larkin,1610612752,New York Knicks,2,3,25,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,-5.3,6.3,1,missed,2014-11-02,NYK,CHA,0,2
Shot Chart Detail,0021400041,227,203499,Shane Larkin,1610612752,New York Knicks,2,2,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-0.7,15.3,1,made,2014-11-02,NYK,CHA,1,2
Shot Chart Detail,0021400041,235,203499,Shane Larkin,1610612752,New York Knicks,2,1,16,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-5.9,19.7,1,missed,2014-11-02,NYK,CHA,0,2
Shot Chart Detail,0021400041,263,203499,Shane Larkin,1610612752,New York Knicks,3,11,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,-14.1,13.1,1,made,2014-11-02,NYK,CHA,1,2
Shot Chart Detail,0021400041,282,203499,Shane Larkin,1610612752,New York Knicks,3,9,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,-20.9,14,1,missed,2014-11-02,NYK,CHA,0,3
Shot Chart Detail,0021400051,4,203499,Shane Larkin,1610612752,New York Knicks,1,11,1,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.1,0.3,1,made,2014-11-04,NYK,WAS,1,2
