grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400021,48,201585,Kosta Koufos,1610612763,Memphis Grizzlies,1,6,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,17.9,8.5,1,missed,2014-10-31,IND,MEM,0,2
Shot Chart Detail,0021400021,52,201585,Kosta Koufos,1610612763,Memphis Grizzlies,1,6,15,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.4,0.1,1,made,2014-10-31,IND,MEM,1,2
Shot Chart Detail,0021400021,150,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,7,40,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,0.6,1,missed,2014-10-31,IND,MEM,0,2
Shot Chart Detail,0021400021,385,201585,Kosta Koufos,1610612763,Memphis Grizzlies,4,9,34,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.1,0.6,1,missed,2014-10-31,IND,MEM,0,2
Shot Chart Detail,0021400028,393,201585,Kosta Koufos,1610612763,Memphis Grizzlies,4,11,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,-12.2,13.8,1,missed,2014-11-01,CHA,MEM,0,2
Shot Chart Detail,0021400028,426,201585,Kosta Koufos,1610612763,Memphis Grizzlies,4,7,36,Missed Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-3.7,7.5,1,missed,2014-11-01,CHA,MEM,0,2
Shot Chart Detail,0021400065,109,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,10,47,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-0.6,8,1,missed,2014-11-05,PHX,MEM,0,2
Shot Chart Detail,0021400065,279,201585,Kosta Koufos,1610612763,Memphis Grizzlies,3,5,38,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,-7.2,3.9,1,missed,2014-11-05,PHX,MEM,0,2
Shot Chart Detail,0021400078,146,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,6,56,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,2.5,1,made,2014-11-07,OKC,MEM,1,2
Shot Chart Detail,0021400078,165,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,4,46,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.5,0.4,1,missed,2014-11-07,OKC,MEM,0,2
Shot Chart Detail,0021400078,306,201585,Kosta Koufos,1610612763,Memphis Grizzlies,3,1,26,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.5,0.3,1,missed,2014-11-07,OKC,MEM,0,2
Shot Chart Detail,0021400078,339,201585,Kosta Koufos,1610612763,Memphis Grizzlies,4,10,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-1.7,4.2,1,missed,2014-11-07,OKC,MEM,0,2
Shot Chart Detail,0021400078,348,201585,Kosta Koufos,1610612763,Memphis Grizzlies,4,9,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.7,0.4,1,made,2014-11-07,OKC,MEM,1,2
Shot Chart Detail,0021400088,148,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,8,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.1,0.7,1,made,2014-11-08,MIL,MEM,1,2
Shot Chart Detail,0021400088,170,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,6,50,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.4,0,1,missed,2014-11-08,MIL,MEM,0,2
Shot Chart Detail,0021400088,195,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,4,10,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.2,1.1,1,missed,2014-11-08,MIL,MEM,0,2
Shot Chart Detail,0021400104,138,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,9,35,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-11-11,MEM,LAL,1,2
Shot Chart Detail,0021400104,226,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,2,15,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,2,1,made,2014-11-11,MEM,LAL,1,2
Shot Chart Detail,0021400104,317,201585,Kosta Koufos,1610612763,Memphis Grizzlies,3,5,27,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.1,0.7,1,made,2014-11-11,MEM,LAL,1,2
Shot Chart Detail,0021400104,413,201585,Kosta Koufos,1610612763,Memphis Grizzlies,4,7,43,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,2.6,6.3,1,made,2014-11-11,MEM,LAL,1,2
Shot Chart Detail,0021400104,418,201585,Kosta Koufos,1610612763,Memphis Grizzlies,4,6,50,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.2,0,1,made,2014-11-11,MEM,LAL,1,2
Shot Chart Detail,0021400118,108,201585,Kosta Koufos,1610612763,Memphis Grizzlies,1,1,25,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-11-13,MEM,SAC,1,2
Shot Chart Detail,0021400118,133,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,10,54,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-0.9,18.7,1,missed,2014-11-13,MEM,SAC,0,2
Shot Chart Detail,0021400118,154,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,8,40,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.4,0,1,made,2014-11-13,MEM,SAC,1,2
Shot Chart Detail,0021400118,177,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,6,40,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1.5,4.4,1,made,2014-11-13,MEM,SAC,1,2
Shot Chart Detail,0021400136,126,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,11,6,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.1,-0.3,1,missed,2014-11-15,MEM,DET,0,2
Shot Chart Detail,0021400136,136,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,10,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-0.2,14.8,1,made,2014-11-15,MEM,DET,1,2
Shot Chart Detail,0021400136,377,201585,Kosta Koufos,1610612763,Memphis Grizzlies,4,11,38,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0.8,4.5,1,missed,2014-11-15,MEM,DET,0,2
Shot Chart Detail,0021400136,394,201585,Kosta Koufos,1610612763,Memphis Grizzlies,4,9,49,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6.2,3,1,made,2014-11-15,MEM,DET,1,2
Shot Chart Detail,0021400136,403,201585,Kosta Koufos,1610612763,Memphis Grizzlies,4,8,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.9,0.9,1,made,2014-11-15,MEM,DET,1,2
Shot Chart Detail,0021400151,228,201585,Kosta Koufos,1610612763,Memphis Grizzlies,2,0,53,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1.1,6.3,1,made,2014-11-17,MEM,HOU,1,2
Shot Chart Detail,0021400151,349,201585,Kosta Koufos,1610612763,Memphis Grizzlies,3,3,3,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-6.7,2.6,1,missed,2014-11-17,MEM,HOU,0,2
