grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400005,116,203909,KJ McDaniels,1610612755,Philadelphia 76ers,1,1,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,16.4,19.8,1,missed,2014-10-29,IND,PHI,0,3
Shot Chart Detail,0021400005,160,203909,KJ McDaniels,1610612755,Philadelphia 76ers,2,10,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-2.6,8.5,1,missed,2014-10-29,IND,PHI,0,2
Shot Chart Detail,0021400005,163,203909,KJ McDaniels,1610612755,Philadelphia 76ers,2,9,48,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.8,0.4,1,missed,2014-10-29,IND,PHI,0,2
Shot Chart Detail,0021400005,342,203909,KJ McDaniels,1610612755,Philadelphia 76ers,3,8,7,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0.7,4.5,1,made,2014-10-29,IND,PHI,1,2
Shot Chart Detail,0021400005,396,203909,KJ McDaniels,1610612755,Philadelphia 76ers,3,2,51,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.6,0.6,1,missed,2014-10-29,IND,PHI,0,2
Shot Chart Detail,0021400023,92,203909,KJ McDaniels,1610612755,Philadelphia 76ers,1,3,51,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.2,0.7,1,made,2014-10-31,MIL,PHI,1,2
Shot Chart Detail,0021400023,94,203909,KJ McDaniels,1610612755,Philadelphia 76ers,1,3,15,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-10-31,MIL,PHI,1,2
Shot Chart Detail,0021400023,97,203909,KJ McDaniels,1610612755,Philadelphia 76ers,1,2,41,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.3,0.4,1,made,2014-10-31,MIL,PHI,1,2
Shot Chart Detail,0021400023,110,203909,KJ McDaniels,1610612755,Philadelphia 76ers,1,1,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.2,0.4,1,missed,2014-10-31,MIL,PHI,0,2
Shot Chart Detail,0021400023,117,203909,KJ McDaniels,1610612755,Philadelphia 76ers,1,0,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,-21.2,13.5,1,made,2014-10-31,MIL,PHI,1,3
Shot Chart Detail,0021400023,414,203909,KJ McDaniels,1610612755,Philadelphia 76ers,3,2,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,19.6,18.3,1,made,2014-10-31,MIL,PHI,1,3
Shot Chart Detail,0021400023,426,203909,KJ McDaniels,1610612755,Philadelphia 76ers,3,0,38,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,23.1,2.6,1,missed,2014-10-31,MIL,PHI,0,3
Shot Chart Detail,0021400030,111,203909,KJ McDaniels,1610612755,Philadelphia 76ers,1,2,10,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-11-01,PHI,MIA,1,2
Shot Chart Detail,0021400030,357,203909,KJ McDaniels,1610612755,Philadelphia 76ers,3,5,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,14.9,20.1,1,made,2014-11-01,PHI,MIA,1,3
Shot Chart Detail,0021400030,398,203909,KJ McDaniels,1610612755,Philadelphia 76ers,3,1,29,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,23.5,-1.4,1,missed,2014-11-01,PHI,MIA,0,3
Shot Chart Detail,0021400030,540,203909,KJ McDaniels,1610612755,Philadelphia 76ers,4,1,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,17.1,22.5,1,missed,2014-11-01,PHI,MIA,0,3
Shot Chart Detail,0021400043,83,203909,KJ McDaniels,1610612755,Philadelphia 76ers,1,3,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,-11.9,17.5,1,missed,2014-11-03,PHI,HOU,0,2
Shot Chart Detail,0021400043,86,203909,KJ McDaniels,1610612755,Philadelphia 76ers,1,2,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6,3.1,1,missed,2014-11-03,PHI,HOU,0,2
Shot Chart Detail,0021400043,102,203909,KJ McDaniels,1610612755,Philadelphia 76ers,1,1,21,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-7,0.7,1,made,2014-11-03,PHI,HOU,1,2
Shot Chart Detail,0021400043,132,203909,KJ McDaniels,1610612755,Philadelphia 76ers,2,10,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.7,0.7,1,missed,2014-11-03,PHI,HOU,0,2
Shot Chart Detail,0021400043,238,203909,KJ McDaniels,1610612755,Philadelphia 76ers,2,0,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,14.2,19.5,1,made,2014-11-03,PHI,HOU,1,3
Shot Chart Detail,0021400043,241,203909,KJ McDaniels,1610612755,Philadelphia 76ers,2,0,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,15.3,22.4,1,made,2014-11-03,PHI,HOU,1,3
Shot Chart Detail,0021400043,381,203909,KJ McDaniels,1610612755,Philadelphia 76ers,4,11,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,21.3,13.5,1,missed,2014-11-03,PHI,HOU,0,3
Shot Chart Detail,0021400043,476,203909,KJ McDaniels,1610612755,Philadelphia 76ers,4,5,17,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,18.5,7.5,1,made,2014-11-03,PHI,HOU,1,2
Shot Chart Detail,0021400043,500,203909,KJ McDaniels,1610612755,Philadelphia 76ers,4,1,58,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,24.6,-0.6,1,made,2014-11-03,PHI,HOU,1,3
Shot Chart Detail,0021400058,123,203909,KJ McDaniels,1610612755,Philadelphia 76ers,1,0,56,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-3.7,5.2,1,made,2014-11-05,PHI,ORL,1,2
Shot Chart Detail,0021400058,159,203909,KJ McDaniels,1610612755,Philadelphia 76ers,2,10,21,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.7,0.3,1,missed,2014-11-05,PHI,ORL,0,2
