grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400014,499,201956,Omri Casspi,1610612758,Sacramento Kings,3,0,5,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-10-29,SAC,GSW,1,2
Shot Chart Detail,0021400014,589,201956,Omri Casspi,1610612758,Sacramento Kings,4,3,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,8.4,23.6,1,missed,2014-10-29,SAC,GSW,0,3
Shot Chart Detail,0021400014,613,201956,Omri Casspi,1610612758,Sacramento Kings,4,0,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-3.6,3.6,1,missed,2014-10-29,SAC,GSW,0,2
Shot Chart Detail,0021400025,112,201956,Omri Casspi,1610612758,Sacramento Kings,1,0,33,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,4.5,6,1,made,2014-10-31,SAC,POR,1,2
Shot Chart Detail,0021400025,132,201956,Omri Casspi,1610612758,Sacramento Kings,2,9,42,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-1.8,6.9,1,made,2014-10-31,SAC,POR,1,2
Shot Chart Detail,0021400025,344,201956,Omri Casspi,1610612758,Sacramento Kings,3,1,22,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.9,0.4,1,missed,2014-10-31,SAC,POR,0,2
Shot Chart Detail,0021400025,380,201956,Omri Casspi,1610612758,Sacramento Kings,4,9,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.8,1.1,1,made,2014-10-31,SAC,POR,1,2
Shot Chart Detail,0021400039,138,201956,Omri Casspi,1610612758,Sacramento Kings,2,10,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.8,0.1,1,made,2014-11-02,LAC,SAC,1,2
Shot Chart Detail,0021400039,426,201956,Omri Casspi,1610612758,Sacramento Kings,4,9,15,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.1,0,1,made,2014-11-02,LAC,SAC,1,2
Shot Chart Detail,0021400047,116,201956,Omri Casspi,1610612758,Sacramento Kings,1,3,59,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-11-03,DEN,SAC,1,2
Shot Chart Detail,0021400047,121,201956,Omri Casspi,1610612758,Sacramento Kings,1,3,33,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-5.6,5.2,1,missed,2014-11-03,DEN,SAC,0,2
Shot Chart Detail,0021400047,291,201956,Omri Casspi,1610612758,Sacramento Kings,2,2,31,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.8,1.4,1,missed,2014-11-03,DEN,SAC,0,2
Shot Chart Detail,0021400047,344,201956,Omri Casspi,1610612758,Sacramento Kings,2,0,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.7,0.6,1,made,2014-11-03,DEN,SAC,1,2
Shot Chart Detail,0021400047,533,201956,Omri Casspi,1610612758,Sacramento Kings,4,8,38,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.1,0,1,made,2014-11-03,DEN,SAC,1,2
Shot Chart Detail,0021400047,550,201956,Omri Casspi,1610612758,Sacramento Kings,4,7,14,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-1,4.4,1,missed,2014-11-03,DEN,SAC,0,2
Shot Chart Detail,0021400047,563,201956,Omri Casspi,1610612758,Sacramento Kings,4,5,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,-8.6,23.6,1,missed,2014-11-03,DEN,SAC,0,3
Shot Chart Detail,0021400067,120,201956,Omri Casspi,1610612758,Sacramento Kings,1,0,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.8,1.1,1,made,2014-11-05,SAC,DEN,1,2
Shot Chart Detail,0021400067,123,201956,Omri Casspi,1610612758,Sacramento Kings,1,0,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,8.7,1.5,1,made,2014-11-05,SAC,DEN,1,2
Shot Chart Detail,0021400067,180,201956,Omri Casspi,1610612758,Sacramento Kings,2,8,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,2.3,25.4,1,missed,2014-11-05,SAC,DEN,0,3
Shot Chart Detail,0021400067,217,201956,Omri Casspi,1610612758,Sacramento Kings,2,5,36,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2.9,1.4,1,made,2014-11-05,SAC,DEN,1,2
Shot Chart Detail,0021400067,496,201956,Omri Casspi,1610612758,Sacramento Kings,4,8,45,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2.6,1.7,1,made,2014-11-05,SAC,DEN,1,2
Shot Chart Detail,0021400067,509,201956,Omri Casspi,1610612758,Sacramento Kings,4,8,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-2.1,24.2,1,missed,2014-11-05,SAC,DEN,0,3
Shot Chart Detail,0021400067,563,201956,Omri Casspi,1610612758,Sacramento Kings,4,4,46,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-0.9,8.9,1,missed,2014-11-05,SAC,DEN,0,2
Shot Chart Detail,0021400092,125,201956,Omri Casspi,1610612758,Sacramento Kings,2,11,32,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-3.4,0.1,1,missed,2014-11-09,OKC,SAC,0,2
Shot Chart Detail,0021400092,160,201956,Omri Casspi,1610612758,Sacramento Kings,2,7,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,-8,22.8,1,missed,2014-11-09,OKC,SAC,0,3
Shot Chart Detail,0021400092,164,201956,Omri Casspi,1610612758,Sacramento Kings,2,7,26,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.5,-0.6,1,made,2014-11-09,OKC,SAC,1,2
Shot Chart Detail,0021400092,410,201956,Omri Casspi,1610612758,Sacramento Kings,4,8,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,-17.1,18.1,1,missed,2014-11-09,OKC,SAC,0,3
Shot Chart Detail,0021400092,414,201956,Omri Casspi,1610612758,Sacramento Kings,4,7,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.2,1.4,1,made,2014-11-09,OKC,SAC,1,2
Shot Chart Detail,0021400106,155,201956,Omri Casspi,1610612758,Sacramento Kings,2,10,45,Made Shot,Driving Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,-11.4,6.3,1,made,2014-11-11,DAL,SAC,1,2
Shot Chart Detail,0021400106,457,201956,Omri Casspi,1610612758,Sacramento Kings,4,10,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-5.9,1.5,1,missed,2014-11-11,DAL,SAC,0,2
Shot Chart Detail,0021400106,528,201956,Omri Casspi,1610612758,Sacramento Kings,4,3,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,18.2,17,1,made,2014-11-11,DAL,SAC,1,3
