grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400014,116,201578,Marreese Speights,1610612744,Golden State Warriors,1,1,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,15.7,10.2,1,made,2014-10-29,SAC,GSW,1,2
Shot Chart Detail,0021400014,132,201578,Marreese Speights,1610612744,Golden State Warriors,1,0,51,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,-11.9,5.6,1,made,2014-10-29,SAC,GSW,1,2
Shot Chart Detail,0021400014,146,201578,Marreese Speights,1610612744,Golden State Warriors,2,11,3,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,2.1,11.6,1,missed,2014-10-29,SAC,GSW,0,2
Shot Chart Detail,0021400014,158,201578,Marreese Speights,1610612744,Golden State Warriors,2,10,10,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-10-29,SAC,GSW,1,2
Shot Chart Detail,0021400014,298,201578,Marreese Speights,1610612744,Golden State Warriors,2,1,18,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,-7.2,20,1,made,2014-10-29,SAC,GSW,1,2
Shot Chart Detail,0021400014,306,201578,Marreese Speights,1610612744,Golden State Warriors,2,1,4,Missed Shot,Running Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.9,-0.1,1,missed,2014-10-29,SAC,GSW,0,2
Shot Chart Detail,0021400014,332,201578,Marreese Speights,1610612744,Golden State Warriors,2,0,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,1.2,1,made,2014-10-29,SAC,GSW,1,2
Shot Chart Detail,0021400014,330,201578,Marreese Speights,1610612744,Golden State Warriors,2,0,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-0.1,5.3,1,missed,2014-10-29,SAC,GSW,0,2
Shot Chart Detail,0021400014,478,201578,Marreese Speights,1610612744,Golden State Warriors,3,1,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,1.7,1,made,2014-10-29,SAC,GSW,1,2
Shot Chart Detail,0021400014,508,201578,Marreese Speights,1610612744,Golden State Warriors,4,11,34,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-10-29,SAC,GSW,1,2
Shot Chart Detail,0021400014,515,201578,Marreese Speights,1610612744,Golden State Warriors,4,10,54,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-1.5,7.1,1,missed,2014-10-29,SAC,GSW,0,2
Shot Chart Detail,0021400014,534,201578,Marreese Speights,1610612744,Golden State Warriors,4,8,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,-14.9,0.4,1,missed,2014-10-29,SAC,GSW,0,2
