grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400275,133,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,9,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,8.7,15.9,1,missed,2014-12-04,GSW,NOP,0,2
Shot Chart Detail,0021400275,362,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,0,12,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,18.7,1.7,1,made,2014-12-04,GSW,NOP,1,2
Shot Chart Detail,0021400275,403,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,8,16,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,9.7,14.2,1,missed,2014-12-04,GSW,NOP,0,2
Shot Chart Detail,0021400275,411,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,7,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,-18.9,2.2,1,missed,2014-12-04,GSW,NOP,0,2
Shot Chart Detail,0021400275,485,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,0,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-4,18.1,1,missed,2014-12-04,GSW,NOP,0,2
Shot Chart Detail,0021400275,493,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,0,35,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-4.7,5.6,1,missed,2014-12-04,GSW,NOP,0,2
Shot Chart Detail,0021400293,130,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,9,0,Made Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-3.1,2.3,1,made,2014-12-06,LAC,NOP,1,2
Shot Chart Detail,0021400293,328,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,2,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,15.7,13.7,1,missed,2014-12-06,LAC,NOP,0,2
Shot Chart Detail,0021400293,489,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,1,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,14.9,15.7,1,missed,2014-12-06,LAC,NOP,0,2
Shot Chart Detail,0021400300,160,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,8,9,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0.2,5.5,1,missed,2014-12-07,LAL,NOP,0,2
Shot Chart Detail,0021400300,188,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,6,33,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2,2.5,1,missed,2014-12-07,LAL,NOP,0,2
Shot Chart Detail,0021400300,360,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,3,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,-14.9,13.8,1,missed,2014-12-07,LAL,NOP,0,2
Shot Chart Detail,0021400300,376,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,1,17,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-12-07,LAL,NOP,1,2
Shot Chart Detail,0021400300,492,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,1,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,9.7,9.6,1,made,2014-12-07,LAL,NOP,1,2
Shot Chart Detail,0021400300,499,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,0,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,0.5,21.1,1,made,2014-12-07,LAL,NOP,1,2
Shot Chart Detail,0021400311,123,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,11,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,-20.4,0,1,made,2014-12-09,NOP,NYK,1,2
Shot Chart Detail,0021400311,161,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,6,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,0.6,1,made,2014-12-09,NOP,NYK,1,2
Shot Chart Detail,0021400311,315,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,3,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,-20.9,0.3,1,missed,2014-12-09,NOP,NYK,0,2
Shot Chart Detail,0021400311,336,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,1,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,19.4,-0.2,1,missed,2014-12-09,NOP,NYK,0,2
Shot Chart Detail,0021400323,126,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,11,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,2.1,19.8,1,made,2014-12-10,DAL,NOP,1,2
Shot Chart Detail,0021400323,401,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,10,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,-7.7,18.7,1,missed,2014-12-10,DAL,NOP,0,2
Shot Chart Detail,0021400323,425,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,8,19,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,2.7,19.2,1,made,2014-12-10,DAL,NOP,1,2
Shot Chart Detail,0021400336,88,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,4,31,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-0.9,2.3,1,made,2014-12-12,NOP,CLE,1,2
Shot Chart Detail,0021400348,98,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,0,15,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,12.2,13.1,1,made,2014-12-14,NOP,GSW,1,2
Shot Chart Detail,0021400348,120,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,11,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,2.9,20.3,1,made,2014-12-14,NOP,GSW,1,2
Shot Chart Detail,0021400348,226,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,2,17,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.4,1.1,1,missed,2014-12-14,NOP,GSW,0,2
Shot Chart Detail,0021400348,348,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,4,18,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,19.4,-0.8,1,made,2014-12-14,NOP,GSW,1,2
Shot Chart Detail,0021400348,447,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,7,9,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.1,0.3,1,made,2014-12-14,NOP,GSW,1,2
Shot Chart Detail,0021400348,482,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,4,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0.2,2.3,1,made,2014-12-14,NOP,GSW,1,2
Shot Chart Detail,0021400348,501,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,2,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,-8.9,19.2,1,made,2014-12-14,NOP,GSW,1,2
Shot Chart Detail,0021400366,104,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,0,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,-18.2,3,1,made,2014-12-16,NOP,UTA,1,2
Shot Chart Detail,0021400366,134,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,7,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,-19.6,2.8,1,missed,2014-12-16,NOP,UTA,0,2
Shot Chart Detail,0021400366,177,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,3,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,18,10.5,1,missed,2014-12-16,NOP,UTA,0,2
Shot Chart Detail,0021400366,271,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,7,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,-13,16,1,made,2014-12-16,NOP,UTA,1,2
Shot Chart Detail,0021400366,333,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,0,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-5,17.6,1,made,2014-12-16,NOP,UTA,1,2
Shot Chart Detail,0021400366,359,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,11,9,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.4,0.3,1,missed,2014-12-16,NOP,UTA,0,2
Shot Chart Detail,0021400380,65,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,3,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,-20.7,0.4,1,made,2014-12-18,HOU,NOP,1,2
Shot Chart Detail,0021400380,172,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,7,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.1,-0.3,1,missed,2014-12-18,HOU,NOP,0,2
Shot Chart Detail,0021400380,185,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,6,43,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.8,0.6,1,made,2014-12-18,HOU,NOP,1,2
Shot Chart Detail,0021400380,230,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,1,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,15.3,2.5,1,missed,2014-12-18,HOU,NOP,0,2
Shot Chart Detail,0021400380,337,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,5,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,-15.9,15.3,1,made,2014-12-18,HOU,NOP,1,2
Shot Chart Detail,0021400380,405,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,1,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,19.3,8,1,missed,2014-12-18,HOU,NOP,0,2
Shot Chart Detail,0021400380,427,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,11,36,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,23.2,8,1,made,2014-12-18,HOU,NOP,1,3
Shot Chart Detail,0021400380,517,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,3,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,-20.7,0.9,1,missed,2014-12-18,HOU,NOP,0,2
Shot Chart Detail,0021400380,548,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,1,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,20.9,3.4,1,made,2014-12-18,HOU,NOP,1,2
Shot Chart Detail,0021400380,557,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,0,29,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,-19.8,1.5,1,made,2014-12-18,HOU,NOP,1,2
Shot Chart Detail,0021400394,94,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,2,39,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.4,0.7,1,missed,2014-12-20,NOP,POR,0,2
Shot Chart Detail,0021400394,136,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,11,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,-12.5,17.2,1,made,2014-12-20,NOP,POR,1,2
Shot Chart Detail,0021400394,158,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,8,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-1.7,19.2,1,made,2014-12-20,NOP,POR,1,2
Shot Chart Detail,0021400408,191,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,5,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,-12.4,12.4,1,made,2014-12-21,OKC,NOP,1,2
Shot Chart Detail,0021400408,219,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,3,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,-15.9,3.9,1,made,2014-12-21,OKC,NOP,1,2
Shot Chart Detail,0021400408,322,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,4,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,-22.8,9.1,1,missed,2014-12-21,OKC,NOP,0,3
Shot Chart Detail,0021400408,395,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,9,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,-18.1,1.7,1,made,2014-12-21,OKC,NOP,1,2
Shot Chart Detail,0021400408,419,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,6,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,-14.6,16.7,1,missed,2014-12-21,OKC,NOP,0,2
Shot Chart Detail,0021400417,351,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,11,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,-10.5,20.1,1,made,2014-12-23,IND,NOP,1,2
Shot Chart Detail,0021400417,364,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,9,50,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,-8.6,20.3,1,made,2014-12-23,IND,NOP,1,2
Shot Chart Detail,0021400417,385,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,7,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-1.7,22.4,1,missed,2014-12-23,IND,NOP,0,2
Shot Chart Detail,0021400417,392,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,6,36,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.2,1.1,1,missed,2014-12-23,IND,NOP,0,2
