grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400045,132,202337,Luke Babbitt,1610612740,New Orleans Pelicans,2,10,1,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-5.9,12.6,1,missed,2014-11-03,MEM,NOP,0,2
Shot Chart Detail,0021400045,136,202337,Luke Babbitt,1610612740,New Orleans Pelicans,2,9,26,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,23.9,-0.3,1,missed,2014-11-03,MEM,NOP,0,3
Shot Chart Detail,0021400045,161,202337,Luke Babbitt,1610612740,New Orleans Pelicans,2,7,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,11.9,23.1,1,missed,2014-11-03,MEM,NOP,0,3
Shot Chart Detail,0021400045,370,202337,Luke Babbitt,1610612740,New Orleans Pelicans,3,3,45,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,22.8,0.4,1,missed,2014-11-03,MEM,NOP,0,3
Shot Chart Detail,0021400114,85,202337,Luke Babbitt,1610612740,New Orleans Pelicans,1,3,7,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,-5.1,7.4,1,missed,2014-11-12,NOP,LAL,0,2
Shot Chart Detail,0021400114,384,202337,Luke Babbitt,1610612740,New Orleans Pelicans,4,8,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,22.1,13.1,1,made,2014-11-12,NOP,LAL,1,3
Shot Chart Detail,0021400128,95,202337,Luke Babbitt,1610612740,New Orleans Pelicans,1,3,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,16.6,17.5,1,made,2014-11-14,NOP,MIN,1,3
Shot Chart Detail,0021400128,126,202337,Luke Babbitt,1610612740,New Orleans Pelicans,1,0,15,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,23.7,0,1,made,2014-11-14,NOP,MIN,1,3
Shot Chart Detail,0021400128,428,202337,Luke Babbitt,1610612740,New Orleans Pelicans,4,11,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,20.2,15.3,1,made,2014-11-14,NOP,MIN,1,3
Shot Chart Detail,0021400128,463,202337,Luke Babbitt,1610612740,New Orleans Pelicans,4,7,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,14.2,24.1,1,made,2014-11-14,NOP,MIN,1,3
Shot Chart Detail,0021400158,131,202337,Luke Babbitt,1610612740,New Orleans Pelicans,2,9,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-4.5,25.4,1,made,2014-11-18,SAC,NOP,1,3
Shot Chart Detail,0021400158,170,202337,Luke Babbitt,1610612740,New Orleans Pelicans,2,6,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-6.9,12.7,1,missed,2014-11-18,SAC,NOP,0,2
Shot Chart Detail,0021400158,206,202337,Luke Babbitt,1610612740,New Orleans Pelicans,2,3,1,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-6.1,4.7,1,made,2014-11-18,SAC,NOP,1,2
Shot Chart Detail,0021400181,88,202337,Luke Babbitt,1610612740,New Orleans Pelicans,1,2,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,-17.3,6.9,1,missed,2014-11-21,DEN,NOP,0,2
Shot Chart Detail,0021400181,541,202337,Luke Babbitt,1610612740,New Orleans Pelicans,4,0,2,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.3,0.4,1,missed,2014-11-21,DEN,NOP,0,2
