grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400155,103,201156,Nick Young,1610612747,Los Angeles Lakers,1,2,37,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,-22.6,4.4,1,missed,2014-11-18,ATL,LAL,0,3
Shot Chart Detail,0021400155,148,201156,Nick Young,1610612747,Los Angeles Lakers,1,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,20.7,13.7,1,made,2014-11-18,ATL,LAL,1,3
Shot Chart Detail,0021400155,161,201156,Nick Young,1610612747,Los Angeles Lakers,2,10,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,10.3,11.9,1,made,2014-11-18,ATL,LAL,1,2
Shot Chart Detail,0021400155,175,201156,Nick Young,1610612747,Los Angeles Lakers,2,8,32,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,15.3,0.7,1,made,2014-11-18,ATL,LAL,1,2
Shot Chart Detail,0021400155,368,201156,Nick Young,1610612747,Los Angeles Lakers,3,0,5,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,23.1,4.5,1,made,2014-11-18,ATL,LAL,1,3
Shot Chart Detail,0021400155,375,201156,Nick Young,1610612747,Los Angeles Lakers,4,11,45,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,-15.4,13.4,1,missed,2014-11-18,ATL,LAL,0,2
Shot Chart Detail,0021400155,380,201156,Nick Young,1610612747,Los Angeles Lakers,4,10,56,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,-7.2,15.4,1,made,2014-11-18,ATL,LAL,1,2
Shot Chart Detail,0021400155,393,201156,Nick Young,1610612747,Los Angeles Lakers,4,8,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,5.6,25.2,1,missed,2014-11-18,ATL,LAL,0,3
Shot Chart Detail,0021400155,415,201156,Nick Young,1610612747,Los Angeles Lakers,4,6,36,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,9.8,17.3,1,made,2014-11-18,ATL,LAL,1,2
Shot Chart Detail,0021400155,461,201156,Nick Young,1610612747,Los Angeles Lakers,4,3,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,7,16.4,1,missed,2014-11-18,ATL,LAL,0,2
Shot Chart Detail,0021400169,55,201156,Nick Young,1610612747,Los Angeles Lakers,1,5,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,23,1.8,23.9,1,missed,2014-11-19,HOU,LAL,0,3
Shot Chart Detail,0021400169,72,201156,Nick Young,1610612747,Los Angeles Lakers,1,4,21,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.9,1.2,1,missed,2014-11-19,HOU,LAL,0,2
Shot Chart Detail,0021400169,107,201156,Nick Young,1610612747,Los Angeles Lakers,1,1,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,16,19.2,1,made,2014-11-19,HOU,LAL,1,3
Shot Chart Detail,0021400169,113,201156,Nick Young,1610612747,Los Angeles Lakers,1,0,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,20.2,14.8,1,missed,2014-11-19,HOU,LAL,0,3
Shot Chart Detail,0021400169,125,201156,Nick Young,1610612747,Los Angeles Lakers,2,11,28,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,9.8,15.6,1,made,2014-11-19,HOU,LAL,1,2
Shot Chart Detail,0021400169,133,201156,Nick Young,1610612747,Los Angeles Lakers,2,10,17,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,23.4,1.2,1,missed,2014-11-19,HOU,LAL,0,3
Shot Chart Detail,0021400169,339,201156,Nick Young,1610612747,Los Angeles Lakers,3,3,46,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,14.6,20.3,1,made,2014-11-19,HOU,LAL,1,3
Shot Chart Detail,0021400169,348,201156,Nick Young,1610612747,Los Angeles Lakers,3,3,13,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-3,4.2,1,missed,2014-11-19,HOU,LAL,0,2
Shot Chart Detail,0021400169,397,201156,Nick Young,1610612747,Los Angeles Lakers,4,11,45,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,7.6,16.8,1,made,2014-11-19,HOU,LAL,1,2
Shot Chart Detail,0021400169,404,201156,Nick Young,1610612747,Los Angeles Lakers,4,10,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,20.5,12.7,1,missed,2014-11-19,HOU,LAL,0,3
Shot Chart Detail,0021400169,440,201156,Nick Young,1610612747,Los Angeles Lakers,4,7,48,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,12.7,17.2,1,made,2014-11-19,HOU,LAL,1,2
Shot Chart Detail,0021400169,458,201156,Nick Young,1610612747,Los Angeles Lakers,4,6,19,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.1,-0.5,1,made,2014-11-19,HOU,LAL,1,2
Shot Chart Detail,0021400169,465,201156,Nick Young,1610612747,Los Angeles Lakers,4,5,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,16.6,17.9,1,missed,2014-11-19,HOU,LAL,0,3
Shot Chart Detail,0021400169,488,201156,Nick Young,1610612747,Los Angeles Lakers,4,4,5,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,14.6,21.1,1,missed,2014-11-19,HOU,LAL,0,3
Shot Chart Detail,0021400169,510,201156,Nick Young,1610612747,Los Angeles Lakers,4,2,19,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-4.2,9.1,1,missed,2014-11-19,HOU,LAL,0,2
Shot Chart Detail,0021400180,51,201156,Nick Young,1610612747,Los Angeles Lakers,1,4,32,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,1.1,23,1,missed,2014-11-21,DAL,LAL,0,2
Shot Chart Detail,0021400180,67,201156,Nick Young,1610612747,Los Angeles Lakers,1,3,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,7,13.2,1,missed,2014-11-21,DAL,LAL,0,2
Shot Chart Detail,0021400180,100,201156,Nick Young,1610612747,Los Angeles Lakers,1,0,45,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,-22.8,6.4,1,missed,2014-11-21,DAL,LAL,0,3
Shot Chart Detail,0021400180,174,201156,Nick Young,1610612747,Los Angeles Lakers,2,8,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,-20.6,12.9,1,missed,2014-11-21,DAL,LAL,0,3
Shot Chart Detail,0021400180,233,201156,Nick Young,1610612747,Los Angeles Lakers,2,2,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,18,16.7,1,made,2014-11-21,DAL,LAL,1,3
Shot Chart Detail,0021400180,248,201156,Nick Young,1610612747,Los Angeles Lakers,2,0,40,Made Shot,Driving Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-0.4,2.5,1,made,2014-11-21,DAL,LAL,1,2
Shot Chart Detail,0021400180,351,201156,Nick Young,1610612747,Los Angeles Lakers,3,1,25,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,7.3,16.8,1,missed,2014-11-21,DAL,LAL,0,2
Shot Chart Detail,0021400197,94,201156,Nick Young,1610612747,Los Angeles Lakers,1,4,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,-13.6,19.7,1,missed,2014-11-23,LAL,DEN,0,3
Shot Chart Detail,0021400197,163,201156,Nick Young,1610612747,Los Angeles Lakers,2,11,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,10.6,13.4,1,made,2014-11-23,LAL,DEN,1,2
Shot Chart Detail,0021400197,166,201156,Nick Young,1610612747,Los Angeles Lakers,2,10,36,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.5,0.9,1,missed,2014-11-23,LAL,DEN,0,2
Shot Chart Detail,0021400197,170,201156,Nick Young,1610612747,Los Angeles Lakers,2,10,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,10.8,21.7,1,made,2014-11-23,LAL,DEN,1,3
Shot Chart Detail,0021400197,184,201156,Nick Young,1610612747,Los Angeles Lakers,2,8,27,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-3.6,19.2,1,missed,2014-11-23,LAL,DEN,0,2
Shot Chart Detail,0021400197,193,201156,Nick Young,1610612747,Los Angeles Lakers,2,8,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,15.2,6.4,1,missed,2014-11-23,LAL,DEN,0,2
Shot Chart Detail,0021400197,404,201156,Nick Young,1610612747,Los Angeles Lakers,3,0,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-5.1,25,1,missed,2014-11-23,LAL,DEN,0,3
Shot Chart Detail,0021400197,412,201156,Nick Young,1610612747,Los Angeles Lakers,4,11,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,12.2,10.4,1,missed,2014-11-23,LAL,DEN,0,2
Shot Chart Detail,0021400197,424,201156,Nick Young,1610612747,Los Angeles Lakers,4,10,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,8.7,23.5,1,missed,2014-11-23,LAL,DEN,0,3
Shot Chart Detail,0021400197,444,201156,Nick Young,1610612747,Los Angeles Lakers,4,9,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,-9.2,1.5,1,missed,2014-11-23,LAL,DEN,0,2
Shot Chart Detail,0021400197,560,201156,Nick Young,1610612747,Los Angeles Lakers,4,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-4.2,29.6,1,missed,2014-11-23,LAL,DEN,0,3
Shot Chart Detail,0021400197,569,201156,Nick Young,1610612747,Los Angeles Lakers,5,4,23,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,0.2,9.9,1,missed,2014-11-23,LAL,DEN,0,2
Shot Chart Detail,0021400222,51,201156,Nick Young,1610612747,Los Angeles Lakers,1,5,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,15.8,1.7,1,made,2014-11-26,LAL,MEM,1,2
Shot Chart Detail,0021400222,67,201156,Nick Young,1610612747,Los Angeles Lakers,1,4,32,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,23.4,-0.2,1,missed,2014-11-26,LAL,MEM,0,3
