grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400007,24,2548,Dwyane Wade,1610612748,Miami Heat,1,9,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,-21.7,12.9,1,missed,2014-10-29,MIA,WAS,0,3
Shot Chart Detail,0021400007,41,2548,Dwyane Wade,1610612748,Miami Heat,1,7,20,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5.6,1.9,1,made,2014-10-29,MIA,WAS,1,2
Shot Chart Detail,0021400007,156,2548,Dwyane Wade,1610612748,Miami Heat,2,8,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,15.2,6.3,1,made,2014-10-29,MIA,WAS,1,2
Shot Chart Detail,0021400007,177,2548,Dwyane Wade,1610612748,Miami Heat,2,4,47,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,7.5,3.7,1,missed,2014-10-29,MIA,WAS,0,2
Shot Chart Detail,0021400007,184,2548,Dwyane Wade,1610612748,Miami Heat,2,4,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,7.3,14,1,missed,2014-10-29,MIA,WAS,0,2
Shot Chart Detail,0021400007,213,2548,Dwyane Wade,1610612748,Miami Heat,2,2,40,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-5.9,3.1,1,missed,2014-10-29,MIA,WAS,0,2
Shot Chart Detail,0021400007,225,2548,Dwyane Wade,1610612748,Miami Heat,2,1,50,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-3.1,6.6,1,made,2014-10-29,MIA,WAS,1,2
Shot Chart Detail,0021400007,229,2548,Dwyane Wade,1610612748,Miami Heat,2,1,12,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-5.3,3,1,made,2014-10-29,MIA,WAS,1,2
Shot Chart Detail,0021400007,255,2548,Dwyane Wade,1610612748,Miami Heat,3,9,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,7.1,14,1,missed,2014-10-29,MIA,WAS,0,2
Shot Chart Detail,0021400007,290,2548,Dwyane Wade,1610612748,Miami Heat,3,6,22,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,18.5,1.9,1,missed,2014-10-29,MIA,WAS,0,2
