grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400010,35,2550,Kirk Hinrich,1610612741,Chicago Bulls,1,7,40,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.4,1.1,1,made,2014-10-29,NYK,CHI,1,2
Shot Chart Detail,0021400010,54,2550,Kirk Hinrich,1610612741,Chicago Bulls,1,5,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,21.7,13.1,1,missed,2014-10-29,NYK,CHI,0,3
Shot Chart Detail,0021400010,59,2550,Kirk Hinrich,1610612741,Chicago Bulls,1,4,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,-16.6,20.3,1,missed,2014-10-29,NYK,CHI,0,3
Shot Chart Detail,0021400010,80,2550,Kirk Hinrich,1610612741,Chicago Bulls,1,3,38,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,22.8,-2.8,1,missed,2014-10-29,NYK,CHI,0,3
Shot Chart Detail,0021400010,204,2550,Kirk Hinrich,1610612741,Chicago Bulls,2,2,44,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,22.3,-1,1,missed,2014-10-29,NYK,CHI,0,3
Shot Chart Detail,0021400010,246,2550,Kirk Hinrich,1610612741,Chicago Bulls,2,0,4,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-3.6,1.4,1,missed,2014-10-29,NYK,CHI,0,2
Shot Chart Detail,0021400010,268,2550,Kirk Hinrich,1610612741,Chicago Bulls,3,10,46,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,22.6,-1.7,1,made,2014-10-29,NYK,CHI,1,3
Shot Chart Detail,0021400010,283,2550,Kirk Hinrich,1610612741,Chicago Bulls,3,9,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-2,20,1,missed,2014-10-29,NYK,CHI,0,2
Shot Chart Detail,0021400010,320,2550,Kirk Hinrich,1610612741,Chicago Bulls,3,5,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,15.2,20.6,1,made,2014-10-29,NYK,CHI,1,3
Shot Chart Detail,0021400010,352,2550,Kirk Hinrich,1610612741,Chicago Bulls,3,2,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,9.2,23.9,1,made,2014-10-29,NYK,CHI,1,3
Shot Chart Detail,0021400022,22,2550,Kirk Hinrich,1610612741,Chicago Bulls,1,9,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,19.3,15.1,1,missed,2014-10-31,CHI,CLE,0,3
Shot Chart Detail,0021400022,235,2550,Kirk Hinrich,1610612741,Chicago Bulls,2,2,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,16.1,19,1,made,2014-10-31,CHI,CLE,1,3
Shot Chart Detail,0021400022,254,2550,Kirk Hinrich,1610612741,Chicago Bulls,2,0,24,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,6.7,4.2,1,made,2014-10-31,CHI,CLE,1,2
Shot Chart Detail,0021400022,294,2550,Kirk Hinrich,1610612741,Chicago Bulls,3,8,52,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,-20.6,-0.8,1,made,2014-10-31,CHI,CLE,1,2
Shot Chart Detail,0021400022,297,2550,Kirk Hinrich,1610612741,Chicago Bulls,3,8,13,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,5.6,11.2,1,missed,2014-10-31,CHI,CLE,0,2
Shot Chart Detail,0021400022,449,2550,Kirk Hinrich,1610612741,Chicago Bulls,4,5,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,-13.2,16.5,1,made,2014-10-31,CHI,CLE,1,2
Shot Chart Detail,0021400022,488,2550,Kirk Hinrich,1610612741,Chicago Bulls,4,1,58,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0.5,3,1,missed,2014-10-31,CHI,CLE,0,2
Shot Chart Detail,0021400022,491,2550,Kirk Hinrich,1610612741,Chicago Bulls,4,1,42,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,23.1,5.2,1,made,2014-10-31,CHI,CLE,1,3
Shot Chart Detail,0021400022,493,2550,Kirk Hinrich,1610612741,Chicago Bulls,4,1,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,-13.5,21.7,1,made,2014-10-31,CHI,CLE,1,3
Shot Chart Detail,0021400022,498,2550,Kirk Hinrich,1610612741,Chicago Bulls,4,0,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,16.8,3,1,made,2014-10-31,CHI,CLE,1,2
Shot Chart Detail,0021400022,513,2550,Kirk Hinrich,1610612741,Chicago Bulls,4,0,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-1.7,24.4,1,missed,2014-10-31,CHI,CLE,0,3
Shot Chart Detail,0021400035,25,2550,Kirk Hinrich,1610612741,Chicago Bulls,1,9,50,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,1.5,10.1,1,made,2014-11-01,MIN,CHI,1,2
Shot Chart Detail,0021400035,29,2550,Kirk Hinrich,1610612741,Chicago Bulls,1,8,39,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,23.7,1.1,1,missed,2014-11-01,MIN,CHI,0,3
Shot Chart Detail,0021400035,40,2550,Kirk Hinrich,1610612741,Chicago Bulls,1,7,51,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-5.3,10.5,1,missed,2014-11-01,MIN,CHI,0,2
Shot Chart Detail,0021400035,265,2550,Kirk Hinrich,1610612741,Chicago Bulls,3,10,44,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,-14.9,12.1,1,made,2014-11-01,MIN,CHI,1,2
Shot Chart Detail,0021400035,290,2550,Kirk Hinrich,1610612741,Chicago Bulls,3,7,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,6.8,20.3,1,missed,2014-11-01,MIN,CHI,0,2
