grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400009,92,1713,Vince Carter,1610612763,Memphis Grizzlies,1,3,35,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.5,0.9,1,missed,2014-10-29,MEM,MIN,0,2
Shot Chart Detail,0021400009,99,1713,Vince Carter,1610612763,Memphis Grizzlies,1,2,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,13.6,22,1,missed,2014-10-29,MEM,MIN,0,3
Shot Chart Detail,0021400009,137,1713,Vince Carter,1610612763,Memphis Grizzlies,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,13.9,24.1,1,missed,2014-10-29,MEM,MIN,0,3
Shot Chart Detail,0021400009,172,1713,Vince Carter,1610612763,Memphis Grizzlies,2,8,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,11.7,23,1,missed,2014-10-29,MEM,MIN,0,3
Shot Chart Detail,0021400009,179,1713,Vince Carter,1610612763,Memphis Grizzlies,2,7,15,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-6.7,21.4,1,made,2014-10-29,MEM,MIN,1,2
Shot Chart Detail,0021400009,410,1713,Vince Carter,1610612763,Memphis Grizzlies,4,8,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,-21.8,18.1,1,missed,2014-10-29,MEM,MIN,0,3
Shot Chart Detail,0021400009,425,1713,Vince Carter,1610612763,Memphis Grizzlies,4,8,19,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,-13,12.9,1,missed,2014-10-29,MEM,MIN,0,2
Shot Chart Detail,0021400021,130,1713,Vince Carter,1610612763,Memphis Grizzlies,2,10,40,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,5.6,3.7,1,missed,2014-10-31,IND,MEM,0,2
Shot Chart Detail,0021400021,133,1713,Vince Carter,1610612763,Memphis Grizzlies,2,10,17,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25,-23.9,7.7,1,made,2014-10-31,IND,MEM,1,3
Shot Chart Detail,0021400021,141,1713,Vince Carter,1610612763,Memphis Grizzlies,2,8,46,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25,-24.7,5,1,missed,2014-10-31,IND,MEM,0,3
Shot Chart Detail,0021400028,68,1713,Vince Carter,1610612763,Memphis Grizzlies,1,5,28,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,10.5,12.6,1,missed,2014-11-01,CHA,MEM,0,2
Shot Chart Detail,0021400028,90,1713,Vince Carter,1610612763,Memphis Grizzlies,1,3,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,-10,24.7,1,made,2014-11-01,CHA,MEM,1,3
Shot Chart Detail,0021400028,108,1713,Vince Carter,1610612763,Memphis Grizzlies,1,1,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,-16.6,0,1,missed,2014-11-01,CHA,MEM,0,2
Shot Chart Detail,0021400028,131,1713,Vince Carter,1610612763,Memphis Grizzlies,2,11,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,1,25.8,1,made,2014-11-01,CHA,MEM,1,3
Shot Chart Detail,0021400028,325,1713,Vince Carter,1610612763,Memphis Grizzlies,3,6,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,-14.1,26.5,1,missed,2014-11-01,CHA,MEM,0,3
Shot Chart Detail,0021400028,366,1713,Vince Carter,1610612763,Memphis Grizzlies,3,1,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,7,26.3,1,missed,2014-11-01,CHA,MEM,0,3
Shot Chart Detail,0021400028,374,1713,Vince Carter,1610612763,Memphis Grizzlies,3,1,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,8.9,19.7,1,missed,2014-11-01,CHA,MEM,0,2
Shot Chart Detail,0021400028,389,1713,Vince Carter,1610612763,Memphis Grizzlies,4,11,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,-15.1,21.6,1,made,2014-11-01,CHA,MEM,1,3
Shot Chart Detail,0021400045,131,1713,Vince Carter,1610612763,Memphis Grizzlies,2,10,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.2,-0.3,1,made,2014-11-03,MEM,NOP,1,2
Shot Chart Detail,0021400045,154,1713,Vince Carter,1610612763,Memphis Grizzlies,2,8,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,-14.6,21.3,1,missed,2014-11-03,MEM,NOP,0,3
Shot Chart Detail,0021400045,252,1713,Vince Carter,1610612763,Memphis Grizzlies,2,0,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,18.7,19,1,missed,2014-11-03,MEM,NOP,0,3
Shot Chart Detail,0021400045,422,1713,Vince Carter,1610612763,Memphis Grizzlies,3,0,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,15,20.3,1,made,2014-11-03,MEM,NOP,1,3
Shot Chart Detail,0021400045,432,1713,Vince Carter,1610612763,Memphis Grizzlies,3,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,-17,23.1,1,missed,2014-11-03,MEM,NOP,0,3
